Requirement Text,Requirement Type,Source Dataset
System shall provide login functionality for users.,Functional,Mendeley SRS
User shall be able to associate an Instance with a Container.,Functional,Mendeley SRS
System shall allow users to link Instances with Containers.,Functional,Mendeley SRS
User shall be able to assign Location information to a Container.,Functional,Mendeley SRS
System shall provide functionality for users to assign Location information to Containers.,Functional,Mendeley SRS
System shall ensure secure password reset functionality to protect user accounts.,Non-Functional,Mendeley SRS
System shall support backend changes for managing enum lists efficiently and reliably.,Non-Functional,Mendeley SRS
System shall provide error handling and logging to identify and communicate import errors effectively.,Non-Functional,Mendeley SRS
System shall facilitate bulk updates of enum values with efficient backend changes.,Non-Functional,Mendeley SRS
System shall provide contextual help links accessible to authenticated users.,Non-Functional,Mendeley SRS
System shall display Dates and Extents consistently in both read and edit views for Accessions and Resources.,Non-Functional,Mendeley SRS
System shall offer keyboard-based navigation for rearranging hierarchy elements in the frontend.,Non-Functional,Mendeley SRS
System shall prevent inadvertent overwriting of concurrent changes to records during editing.,Non-Functional,Mendeley SRS
System shall support the creation and editing of Rights Management statements with appropriate permissions.,Non-Functional,Mendeley SRS
System shall allow System Administrators to configure the location of the demo database and implement backup procedures.,Non-Functional,Mendeley SRS
"System shall provide robust search functionality for locating resource, accession, and digital object records within repositories.",Non-Functional,Mendeley SRS
System shall ensure data integrity and reliability during the import and export of archival data.,Non-Functional,Mendeley SRS
System shall support custom importer development for flexible data import options.,Non-Functional,Mendeley SRS
System shall prioritize performance and scalability in managing large datasets and complex record structures.,Non-Functional,Mendeley SRS
System shall enable role-based access control to enforce appropriate permissions for different user roles.,Non-Functional,Mendeley SRS
System shall offer customizable configuration options to meet diverse user needs and preferences.,Non-Functional,Mendeley SRS
System shall ensure compatibility with various data formats and standards for interoperability.,Non-Functional,Mendeley SRS
System shall provide comprehensive documentation and support resources for users and administrators.,Non-Functional,Mendeley SRS
System shall adhere to best practices for data security and privacy protection throughout the application.,Non-Functional,Mendeley SRS
"User shall be able to deposit and maintain datasets through a simple web interface, facilitating ease of use.",Functional,Mendeley SRS
System shall provide a user-friendly web interface for depositors to submit and manage datasets without requiring additional software installation.,Functional,Mendeley SRS
"User shall be able to deposit datasets through Pure, ensuring a centralized platform for managing research outputs.",Functional,Mendeley SRS
System shall integrate with Pure to enable dataset deposition and management within the platform.,Functional,Mendeley SRS
User shall be able to deposit datasets through Virtual Research Environments and other workflow tools.,Functional,Mendeley SRS
System shall support dataset deposition and management through integration with Virtual Research Environments and other familiar workflow tools.,Functional,Mendeley SRS
User shall be able to deposit files without extensive format conversion or version searching.,Functional,Mendeley SRS
System shall accept file deposits without requiring complex format conversion and support direct submission of files.,Functional,Mendeley SRS
User shall be able to place data under embargo to protect rights of first use and confidentiality responsibilities.,Functional,Mendeley SRS
System shall provide functionality for depositors to apply embargoes to datasets.,Functional,Mendeley SRS
User shall be able to apply licenses to datasets to protect intellectual property rights.,Functional,Mendeley SRS
System shall enable depositors to specify and apply licenses to datasets during deposition.,Functional,Mendeley SRS
User shall be able to grant privileged access to collaborators for efficient collaboration.,Functional,Mendeley SRS
System shall support privileged access management to enable efficient collaboration among depositors and collaborators.,Functional,Mendeley SRS
User shall be able to deposit arbitrarily large files without limitations.,Functional,Mendeley SRS
System shall accommodate deposits of arbitrarily large files without size restrictions.,Functional,Mendeley SRS
User shall be able to link datasets to publications in Opus for improved discoverability.,Functional,Mendeley SRS
System shall provide functionality to link datasets with associated publications in Opus.,Functional,Mendeley SRS
User shall be able to mint DOIs for datasets to facilitate discoverability and citation tracking.,Functional,Mendeley SRS
System shall facilitate the minting of DOIs for deposited datasets to enhance discoverability and citation tracking.,Functional,Mendeley SRS
User shall have metadata automatically filled from University systems and remembered from previous deposits.,Functional,Mendeley SRS
System shall automatically populate metadata fields from University systems and remember metadata from previous deposits to streamline deposition.,Functional,Mendeley SRS
User shall be able to link datasets to external repositories to avoid duplication of deposition.,Functional,Mendeley SRS
System shall support linking datasets to external repositories to streamline deposition processes and avoid duplication.,Functional,Mendeley SRS
User shall be able to specify disposal policies for datasets to ensure compliance with laws and agreements.,Functional,Mendeley SRS
System shall enable depositors to specify disposal policies for datasets to ensure legal and contractual compliance.,Functional,Mendeley SRS
User shall be able to track downloads and citations of deposited datasets to demonstrate impact.,Functional,Mendeley SRS
System shall provide tracking mechanisms for downloads and citations of datasets to demonstrate impact.,Functional,Mendeley SRS
User shall be able to attach subject-specific metadata to datasets for improved discoverability.,Functional,Mendeley SRS
System shall support the attachment of subject-specific metadata to datasets to enhance discoverability within specific research disciplines.,Functional,Mendeley SRS
User shall be able to link datasets with project Data Management Plans (DMPs) for compliance demonstration.,Functional,Mendeley SRS
System shall facilitate linking datasets with associated project DMPs to demonstrate compliance with data management requirements.,Functional,Mendeley SRS
User shall be able to manage and share live research data to maintain workflow continuity.,Functional,Mendeley SRS
System shall support the management and sharing of live research data to ensure seamless workflow integration.,Functional,Mendeley SRS
User shall be able to manage multiple versions of datasets transparently to maintain research integrity.,Functional,Mendeley SRS
System shall provide version control functionality to enable transparent management of multiple dataset versions.,Functional,Mendeley SRS
User shall be able to delegate deposition tasks to others on their behalf.,Functional,Mendeley SRS
System shall support delegation of deposition tasks to enable efficient management of research data.,Functional,Mendeley SRS
"System shall provide a user interface familiar to depositors, integrating seamlessly with existing University systems.",Non-Functional,Mendeley SRS
System shall ensure accessibility of the web interface in the user's native language to eliminate language barriers.,Non-Functional,Mendeley SRS
System shall allow users to examine deposited files and metadata to assess usefulness without downloading entire datasets.,Non-Functional,Mendeley SRS
System shall provide example citations and DOIs for datasets to facilitate correct referencing and future access.,Non-Functional,Mendeley SRS
System shall generate persistent URLs for datasets to ensure easy future access.,Non-Functional,Mendeley SRS
"System shall integrate with Primo for unified search functionality across books, articles, and datasets.",Non-Functional,Mendeley SRS
System shall display different versions of datasets clearly to aid users in selecting the appropriate version.,Non-Functional,Mendeley SRS
"System shall support privileged access for external collaborators, ensuring effective collaboration.",Non-Functional,Mendeley SRS
System shall guarantee protection of IP rights for external collaborators to mitigate collaboration risks.,Non-Functional,Mendeley SRS
System shall provide access to Bath data for external collaborators off-campus to support collaboration.,Non-Functional,Mendeley SRS
"System shall enable direct deposition of facility data into the archive on behalf of researchers, eliminating the need for separate facility archives.",Non-Functional,Mendeley SRS
"System shall perform checks on deposited datasets for quality, compliance, and licensing before public release.",Non-Functional,Mendeley SRS
System shall enforce a minimum set of metadata requirements to ensure consistent metadata quality.,Non-Functional,Mendeley SRS
System shall require approval for scheduled data disposal to prevent accidental loss of required data.,Non-Functional,Mendeley SRS
System shall enable querying of the entire archive for reporting and analysis purposes.,Non-Functional,Mendeley SRS
System shall support wholesale import of Bath data from external data centers to prevent data loss.,Non-Functional,Mendeley SRS
System shall promote the use of open standards for deposition to maximize data reusability.,Non-Functional,Mendeley SRS
System shall integrate with CRIS for impact analysis and funding linkage purposes.,Non-Functional,Mendeley SRS
System shall include records for externally held data to maintain a complete record of the University's data holdings.,Non-Functional,Mendeley SRS
System shall track citation counts for datasets to demonstrate academic impact.,Non-Functional,Mendeley SRS
System shall segment view and download statistics by country and sector to demonstrate broader impact.,Non-Functional,Mendeley SRS
System shall link datasets with project metadata for reporting on project-related data deposits.,Non-Functional,Mendeley SRS
System shall store archived data on existing storage systems for consistency and maintainability.,Non-Functional,Mendeley SRS
System shall integrate with existing University systems such as LDAP for cost-effective administration.,Non-Functional,Mendeley SRS
System shall store archived data directly on the HCP object store to leverage its features.,Non-Functional,Mendeley SRS
System shall allow export of all data to different systems to prevent vendor lock-in.,Non-Functional,Mendeley SRS
System shall support dataset deposition and management via SWORD2 API for interoperability.,Non-Functional,Mendeley SRS
System shall enable persistent web links between articles and underlying datasets for robust research referencing.,Non-Functional,Mendeley SRS
System shall reassure funding bodies of robust archival plans for funded research data to justify investments.,Non-Functional,Mendeley SRS
System shall harvest metadata on funded research outputs for analysis and strategy refinement.,Non-Functional,Mendeley SRS
"The system shall allow repository managers to create, describe, and update collections.",Functional,Mendeley SRS
The system shall allow repository managers to define access controls for collections.,Functional,Mendeley SRS
The system shall allow curators to compose collections based on various criteria.,Functional,Mendeley SRS
The system shall allow curators to establish relationships between collections.,Functional,Mendeley SRS
The system shall allow listing and browsing of collections by users and repository managers.,Functional,Mendeley SRS
"The system shall allow repository managers to create, describe, and update objects.",Functional,Mendeley SRS
"The system shall allow associating names, subjects, and rights information with objects.",Functional,Mendeley SRS
The system shall allow indicating external descriptions and versions of objects.,Functional,Mendeley SRS
The system shall allow listing and browsing of objects by users and repository managers.,Functional,Mendeley SRS
The system shall allow repository managers to define and describe object components.,Functional,Mendeley SRS
The system shall allow linking components to objects and other components.,Functional,Mendeley SRS
"The system shall allow associating names, subjects, and rights information with components.",Functional,Mendeley SRS
The system shall allow listing and browsing of object components by users and repository managers.,Functional,Mendeley SRS
The system shall allow repository managers to associate content files with objects and components.,Functional,Mendeley SRS
The system shall track checksums for content files.,Functional,Mendeley SRS
The system shall provide preservation managers with information for monitoring file integrity.,Functional,Mendeley SRS
The system shall allow users to access content files based on access permissions.,Functional,Mendeley SRS
"The system shall support various metadata elements for collections, objects, components, and files.",Functional,Mendeley SRS
The system shall track changes made to metadata over time.,Functional,Mendeley SRS
The system shall allow searching for resources based on various metadata criteria.,Functional,Mendeley SRS
"The system shall allow repository managers to define access controls for collections, objects, and components.",Functional,Mendeley SRS
The system shall restrict access to resources based on user roles and permissions.,Functional,Mendeley SRS
The system shall allow indicating relationships between collections and objects.,Functional,Mendeley SRS
"The system shall allow users to search for collections, objects, and components by various criteria.",Functional,Mendeley SRS
The system shall allow users to browse collections and view object and component details.,Functional,Mendeley SRS
"The system shall track events related to collections, objects, components, and files.",Functional,Mendeley SRS
"The system shall record details about events, including agents, timestamps, and outcomes.",Functional,Mendeley SRS
The system shall respond to user actions promptly and efficiently.,Non-Functional,Mendeley SRS
The system shall protect repository content and user data with robust security measures.,Non-Functional,Mendeley SRS
The system shall be scalable to accommodate a growing volume of data and users.,Non-Functional,Mendeley SRS
The system shall have a user-friendly interface for various user roles.,Non-Functional,Mendeley SRS
The system shall allow archivists to apply licenses and rights statements to files.,Functional,Mendeley SRS
The system shall allow archivists to mark individual and groups of files as restricted.,Functional,Mendeley SRS
"The system shall allow archivists to set restrictions based on dates, IP addresses, or users.",Functional,Mendeley SRS
The system shall allow archivists to upload single and groups of files.,Functional,Mendeley SRS
The system shall allow archivists to automatically create access copies and technical metadata for files.,Functional,Mendeley SRS
The system shall allow assistant archivists to upload staff-generated working papers.,Functional,Mendeley SRS
The system shall allow archivists to distinguish between preservation and access digital objects.,Functional,Mendeley SRS
The system shall allow archivists to link electronic publications to citations.,Functional,Mendeley SRS
The system shall allow archivists to create quality scans and automatically generate access derivatives.,Functional,Mendeley SRS
The system shall allow archivists to automatically assign unique identifiers and embed metadata in files.,Functional,Mendeley SRS
The system shall allow archivists to rotate images and perform basic image adjustments.,Functional,Mendeley SRS
The system shall allow donor representatives to submit incremental accruals to collections.,Functional,Mendeley SRS
The system shall allow archivists to manage scans of archival material and loan documentation.,Functional,Mendeley SRS
The system shall allow researchers to generate citations and share links to files.,Functional,Mendeley SRS
The system shall display copyright status and clear citation information for files.,Functional,Mendeley SRS
"The system shall allow researchers to download files, reports, and locate materials for social media sharing.",Functional,Mendeley SRS
The system shall allow researchers to request analog versions and order copies of digital objects.,Functional,Mendeley SRS
The system shall notify researchers if requested materials are already digitized.,Functional,Mendeley SRS
The system shall allow researchers to stream audio/video files and export descriptive data.,Functional,Mendeley SRS
"The system shall allow searching files by keyword, tag, and across collections.",Functional,Mendeley SRS
The system shall allow browsing through files in collections.,Functional,Mendeley SRS
The system shall allow researchers to search OCRed text in digitized documents.,Functional,Mendeley SRS
The system shall display the date of digitization for files.,Functional,Mendeley SRS
The system shall allow keyword searching across scanned diaries.,Functional,Mendeley SRS
The system shall allow researchers to view thumbnails and film clips.,Functional,Mendeley SRS
The system shall allow archivists to search images by various criteria.,Functional,Mendeley SRS
The system shall allow archivists to search non-public finding aids and view collection files.,Functional,Mendeley SRS
The system shall allow archivists to search by material type and image using image upload.,Functional,Mendeley SRS
The system shall allow archivists to track file usage and provide access to unprocessed materials.,Functional,Mendeley SRS
"The system shall allow administrators to create user groups, roles, assign users, and manage access rights.",Functional,Mendeley SRS
The system shall allow integration with Active Directory for user login and password resets.,Functional,Mendeley SRS
The system shall allow administrators to control the visibility of specific metadata fields for different user groups.,Functional,Mendeley SRS
"The system shall be user-friendly for various user roles (archivists, researchers, donors).",Non-Functional,Mendeley SRS
The system shall provide clear and informative messages to users.,Non-Functional,Mendeley SRS
"The system performance shall be responsive for uploading, searching, and downloading files.",Non-Functional,Mendeley SRS
Library staff shall create collections.,Functional,Mendeley SRS
Curators shall manage collections and set access permissions.,Functional,Mendeley SRS
Curators shall configure deposit forms for collections.,Functional,Mendeley SRS
System shall allow batch ingest of ETDs.,Functional,Mendeley SRS
Curators shall perform author and item authority control.,Functional,Mendeley SRS
Curators shall move items between collections.,Functional,Mendeley SRS
Administrators shall create deposit groups.,Functional,Mendeley SRS
Curators shall manage user groups and permissions.,Functional,Mendeley SRS
Curators shall require authentication for object access.,Functional,Mendeley SRS
Administrators shall restore previous versions of objects.,Functional,Mendeley SRS
System shall define accepted data formats for deposit.,Functional,Mendeley SRS
System shall validate data integrity and format compliance.,Functional,Mendeley SRS
System shall record embargo and access control metadata.,Functional,Mendeley SRS
System shall encrypt collection data and maintain checksums.,Functional,Mendeley SRS
System shall track financial responsibility for each item.,Functional,Mendeley SRS
System shall record publication and unpublication events.,Functional,Mendeley SRS
System shall allow searching by date range for items.,Functional,Mendeley SRS
System shall display embargo status and release date for items.,Functional,Mendeley SRS
System shall expose descriptive records for external use.,Functional,Mendeley SRS
System shall allow browsing collections and viewing metadata.,Functional,Mendeley SRS
System shall generate reports on storage consumption.,Functional,Mendeley SRS
System shall display collection-level replication status.,Functional,Mendeley SRS
System shall track and record audit events.,Functional,Mendeley SRS
System shall provide user activity reports.,Functional,Mendeley SRS
System shall provide a dashboard widget for recent submissions.,Functional,Mendeley SRS
Administrators shall download embargo metadata for ETDs.,Functional,Mendeley SRS
System shall integrate with designated external services (if feasible).,Functional,Mendeley SRS
System shall support OAI-PMH for repository content exposure.,Functional,Mendeley SRS
System shall provide a Linked Data interface for repository data.,Functional,Mendeley SRS
System shall allow deposit of data in documented folder structures.,Functional,Mendeley SRS
System shall respond to user actions promptly.,Non-Functional,Mendeley SRS
System shall be highly available with minimal downtime.,Non-Functional,Mendeley SRS
System shall protect user data and repository content.,Non-Functional,Mendeley SRS
System shall scale to accommodate growth.,Non-Functional,Mendeley SRS
System shall have a user-friendly interface for various user roles.,Non-Functional,Mendeley SRS
System shall provide continued access in case of server failure.,Non-Functional,Mendeley SRS
System shall allow browsing content by author or subject area.,Non-Functional,Mendeley SRS
System shall support a variety of media file and text-based formats.,Non-Functional,Mendeley SRS
System shall allow users to assign CC licenses to files.,Non-Functional,Mendeley SRS
System shall preserve both content and metadata within the repository.,Non-Functional,Mendeley SRS
System shall allow uploading new versions of items while maintaining access to old versions.,Non-Functional,Mendeley SRS
"The system shall allow searching music by content identification, profile similarity, similar music/video, enriched metadata, and image tags.",Functional,Mendeley SRS
The system shall allow users to upload tagged videos for processing.,Functional,Mendeley SRS
The system shall allow browsing video thumbnails and segments.,Functional,Mendeley SRS
The system shall provide information about similar video items and segments based on content or perception.,Functional,Mendeley SRS
"The system shall recommend content based on user profiles, news events, and image/video similarity.",Functional,Mendeley SRS
The system shall allow searching content using automatic speech recognition.,Functional,Mendeley SRS
"The system shall display information about people, products, brands, and broadcaster logos identified in videos.",Functional,Mendeley SRS
The system shall recommend videos based on uploaded pictures or geographical location.,Functional,Mendeley SRS
The system shall allow admins to validate and edit video segmentation.,Functional,Mendeley SRS
The system shall allow annotating news videos and assigning topics.,Functional,Mendeley SRS
The system shall allow filtering and ranking videos based on audio/visual quality.,Functional,Mendeley SRS
The system shall assess pre-upload audio for editing indications.,Functional,Mendeley SRS
The system shall prefilter nudity content.,Functional,Mendeley SRS
"The system shall prefilter content using low-level and high-level asset information (metadata, tags).",Functional,Mendeley SRS
The system shall automatically validate ingested content for copyright infringement.,Functional,Mendeley SRS
"The system shall assess image interest/complexity based on analysis, annotations, and comments.",Functional,Mendeley SRS
The system shall prompt scientists to review subjects based on annotations and comments.,Functional,Mendeley SRS
The system shall identify volunteer types.,Functional,Mendeley SRS
The system shall pre-classify Galaxy Zoo images using low-level features.,Functional,Mendeley SRS
The system shall detect unclassifiable animal images in Snapshot Serengeti.,Functional,Mendeley SRS
The system shall detect timestamping malfunctions and perform automatic series detection in Snapshot Serengeti images.,Functional,Mendeley SRS
The system shall perform automatic animal species and attribute pre-classification in Snapshot Serengeti.,Functional,Mendeley SRS
The system shall perform automatic animal number detection in Snapshot Serengeti.,Functional,Mendeley SRS
The system shall perform automatic plankton segmentation/localization in Plankton Portal.,Functional,Mendeley SRS
The system shall detect images with no classifiable plankton in Plankton Portal.,Functional,Mendeley SRS
The system shall perform automatic plankton size/orientation detection in Plankton Portal images.,Functional,Mendeley SRS
The system shall perform automatic plankton species pre-classification in Plankton Portal images.,Functional,Mendeley SRS
The system shall perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.,Functional,Mendeley SRS
The system shall automatically detect egg-laying time in Worm Watch Lab videos.,Functional,Mendeley SRS
"The system shall detect flood areas, damage, shelters, blocked roads in satellite images.",Functional,Mendeley SRS
The system shall assess volunteer classification weight based on experience.,Functional,Mendeley SRS
The system shall pre-filter images to remove artifacts.,Functional,Mendeley SRS
The system shall detect moving objects in images.,Functional,Mendeley SRS
The system shall remove background noise from audio files.,Functional,Mendeley SRS
The system shall group similar whale calls.,Functional,Mendeley SRS
The system shall identify the number of whales in audio files.,Functional,Mendeley SRS
"The system shall determine when to interrupt a volunteer and suggest intervention method (text, image, video).",Functional,Mendeley SRS
"The system shall determine when to educate a volunteer and suggest education method (text, image, video).",Functional,Mendeley SRS
The system shall recommend appropriate educational resources for volunteers.,Functional,Mendeley SRS
The system shall identify interesting volunteer comments on subjects.,Functional,Mendeley SRS
The system shall determine when Zoonibot should comment or provide explanations to volunteers.,Functional,Mendeley SRS
The system shall provide a user-friendly interface for various user roles.,Non-Functional,Mendeley SRS
The system shall be scalable to accommodate a growing user base and data volume.,Non-Functional,Mendeley SRS
The system shall perform content processing tasks efficiently.,Non-Functional,Mendeley SRS
User shall be able to register complaints with the police.,Functional,Mendeley SRS
System shall facilitate interaction and information exchange between police and complainants.,Functional,Mendeley SRS
"System shall store complaint details, evidence, and facts.",Functional,Mendeley SRS
System shall generate a unique identifier for each registered complaint.,Functional,Mendeley SRS
User shall be able to initiate the investigation process for registered complaints.,Functional,Mendeley SRS
System shall automate tasks related to investigation after initial entries are made during registration.,Functional,Mendeley SRS
System shall track progress and updates of ongoing investigations.,Functional,Mendeley SRS
System shall generate reports on the status of investigations.,Functional,Mendeley SRS
User shall be able to record entries of court interactions.,Functional,Mendeley SRS
System shall facilitate the interface between police personnel and the courts.,Functional,Mendeley SRS
System shall maintain a record of court proceedings related to cases.,Functional,Mendeley SRS
User shall be able to execute basic or advanced searches on cases.,Functional,Mendeley SRS
"System shall provide search functionality based on criteria such as person, type of crime, modus operandi, etc.",Functional,Mendeley SRS
System shall customize search results by criminal/accused or by cases.,Functional,Mendeley SRS
System shall execute different types of queries for reporting purposes.,Functional,Mendeley SRS
User shall be able to exchange information with police units/personnel.,Functional,Mendeley SRS
System shall facilitate information exchange between citizens and police.,Functional,Mendeley SRS
System shall respond to citizen inquiries with minimal turnaround time.,Functional,Mendeley SRS
User shall be able to navigate through the CCTNS application.,Functional,Mendeley SRS
"System shall provide role-based landing pages showing relevant information such as assigned cases, alerts, and pending tasks.",Functional,Mendeley SRS
System shall help police personnel in planning and executing tasks efficiently.,Functional,Mendeley SRS
User shall be able to configure application settings according to state requirements.,Functional,Mendeley SRS
System shall maintain data elements and rules up to date.,Functional,Mendeley SRS
"System shall allow creation, updating, and deletion of state-specific data elements such as acts, sections, castes, tribes, etc.",Functional,Mendeley SRS
User shall be able to access detailed context-sensitive help material for all actions and scenarios.,Non-Functional,Mendeley SRS
System shall provide help material accessible in both offline and online modes.,Non-Functional,Mendeley SRS
User shall be able to log defects or enhancement requests and track them.,Non-Functional,Mendeley SRS
"System shall send alerts (e.g., email, SMS) to users regarding actions taken on alerts upon user request.",Non-Functional,Mendeley SRS
System shall enable users to track submitted defect or enhancement requests.,Non-Functional,Mendeley SRS
"System shall allow help-desk users to view reports on submitted defects or enhancement requests category-wise, status-wise, and age-wise.",Non-Functional,Mendeley SRS
Support solution shall be accessible both within and outside the application through a browser interface.,Non-Functional,Mendeley SRS
"System shall maintain an unalterable audit trail capturing actions taken on critical entities, users initiating actions, and date/time of events.",Non-Functional,Mendeley SRS
Audit trail functionality must be activated without manual intervention.,Non-Functional,Mendeley SRS
System must maintain audit trail for at least the life of associated cases and make it accessible on request.,Non-Functional,Mendeley SRS
Audit trail data must be available for inspection and export for specified cases.,Non-Functional,Mendeley SRS
System must capture and store violations and attempted violations of access control mechanisms.,Non-Functional,Mendeley SRS
"System must provide reports for actions on cases organized by case, user, and in chronological sequence.",Non-Functional,Mendeley SRS
System shall allow users to limit access to cases to specified users or user groups.,Non-Functional,Mendeley SRS
System shall provide role-based control for functionalities within the system.,Non-Functional,Mendeley SRS
System shall allow a user to be a member of more than one group.,Non-Functional,Mendeley SRS
Only admin-users shall set up user profiles and allocate users to groups.,Non-Functional,Mendeley SRS
System shall allow changes to security attributes for groups or users by super-users only.,Non-Functional,Mendeley SRS
"When users lack access to a case, system shall provide appropriate responses selectable at configuration time.",Non-Functional,Mendeley SRS
System shall never include unauthorized records in search results.,Non-Functional,Mendeley SRS
Unauthorized attempts to access cases must be logged in the audit trail.,Non-Functional,Mendeley SRS
All access to cases and related activities must be stored in the audit trail for legal admissibility and data recovery.,Non-Functional,Mendeley SRS
All error messages must be meaningful and accompanied by explanatory text.,Non-Functional,Mendeley SRS
System must employ a consistent user interface look and feel.,Non-Functional,Mendeley SRS
System must display multiple entities simultaneously.,Non-Functional,Mendeley SRS
"Interfaces must be customizable and user-configurable, saving configurations in user profiles.",Non-Functional,Mendeley SRS
System interface must be compatible with specialist software and suitable for users with special needs.,Non-Functional,Mendeley SRS
System must provide easy-to-use End User and Administrator functions.,Non-Functional,Mendeley SRS
"Defaults for data entry must be persistent and include user-definable, previous, and context-derived values.",Non-Functional,Mendeley SRS
Frequently-executed transactions must be completed with minimal interactions.,Non-Functional,Mendeley SRS
"System interfaces must allow customization, including menu contents, screen layout, function keys, colors, and fonts.",Non-Functional,Mendeley SRS
"User shall be able to create accounts to store profiles, contact info, purchase history, and confirm orders.",Functional,Mendeley SRS
System shall ensure security of customer accounts and resist tampering.,Functional,Mendeley SRS
"Customer accounts will include customer profiles, contact info, purchase history, and order confirmation.",Functional,Mendeley SRS
"Customers can register, log in, and log out of their accounts.",Functional,Mendeley SRS
Customer profiles shall include payment and address information.,Functional,Mendeley SRS
Products will be organized into multi-tiered categories in inventory management.,Functional,Mendeley SRS
"Administrators can update categories, products, and product details.",Functional,Mendeley SRS
Customers shall add products to the shopping cart.,Functional,Mendeley SRS
Shopping cart will display item count and total cost.,Functional,Mendeley SRS
Customers can add or remove products from the shopping cart before checkout.,Functional,Mendeley SRS
Customers can review and confirm orders before checkout.,Functional,Mendeley SRS
Customers can revise and update orders if incorrect.,Functional,Mendeley SRS
Customers shall receive a confirmation email with order details.,Functional,Mendeley SRS
Interface will be presented in a web browser.,Functional,Mendeley SRS
Interface must be consistent and intuitive across different web browsers.,Functional,Mendeley SRS
Customers shall browse categories and products easily.,Functional,Mendeley SRS
Interface will be compatible with major web browsers.,Functional,Mendeley SRS
System shall feature an API for customers to build custom plug-ins.,Functional,Mendeley SRS
Plug-ins can interact with the system via the plug-in API.,Functional,Mendeley SRS
Plug-in API will be well-documented for plug-in developers.,Functional,Mendeley SRS
User shall be able to deploy the system within 1 minute upon USB connection.,Non-Functional,Mendeley SRS
System shall handle 1000 concurrent logged-in customers.,Non-Functional,Mendeley SRS
System shall retrieve 200 products per second.,Non-Functional,Mendeley SRS
System shall add products to the shopping cart within 2ms.,Non-Functional,Mendeley SRS
System shall search for specified products within 1 second.,Non-Functional,Mendeley SRS
System shall email customers and vendors within 1 second.,Non-Functional,Mendeley SRS
System shall validate credit cards within 2 seconds.,Non-Functional,Mendeley SRS
System shall acquire shipping charges within 2 seconds.,Non-Functional,Mendeley SRS
System shall restore 1000 records per second.,Non-Functional,Mendeley SRS
System shall perform periodic backups via live internet connection.,Non-Functional,Mendeley SRS
System shall validate credit cards against fraud.,Non-Functional,Mendeley SRS
System shall encrypt all sensitive information via HTTPS.,Non-Functional,Mendeley SRS
System shall encrypt all customer data in the database.,Non-Functional,Mendeley SRS
System shall auto-detect and block IP DOS attacks.,Non-Functional,Mendeley SRS
System shall detect consecutive failed login attempts.,Non-Functional,Mendeley SRS
System shall be protected by Firestarter open source firewall.,Non-Functional,Mendeley SRS
System shall have an availability of 99.99%.,Non-Functional,Mendeley SRS
System shall perform searches using Dijkstra's shortest path algorithm.,Non-Functional,Mendeley SRS
System shall validate existing credit cards for returning customers after each login.,Non-Functional,Mendeley SRS
System shall automatically compress large image files.,Non-Functional,Mendeley SRS
System shall employ on-demand asynchronous loading for faster page execution.,Non-Functional,Mendeley SRS
System shall validate email address existence.,Non-Functional,Mendeley SRS
System shall be easy to use.,Non-Functional,Mendeley SRS
System shall be easy to learn.,Non-Functional,Mendeley SRS
System shall utilize help bubbles for assistance.,Non-Functional,Mendeley SRS
System shall employ easy-to-locate buttons.,Non-Functional,Mendeley SRS
System shall prompt customers with clear error messages.,Non-Functional,Mendeley SRS
System shall utilize consistent symbols and colors for notifications.,Non-Functional,Mendeley SRS
System shall utilize interchangeable plugins.,Non-Functional,Mendeley SRS
System shall be easily updatable for fixes and patches.,Non-Functional,Mendeley SRS
"System shall create logs of all changes, updates, or fixes.",Non-Functional,Mendeley SRS
System shall be easy to upgrade.,Non-Functional,Mendeley SRS
System shall be extremely portable via USB drive.,Non-Functional,Mendeley SRS
System shall be easy to migrate or backup via another USB drive.,Non-Functional,Mendeley SRS
System shall be able to run under debug mode.,Non-Functional,Mendeley SRS
System shall be able to run test credit card transactions.,Non-Functional,Mendeley SRS
System shall be able to run test shipping orders.,Non-Functional,Mendeley SRS
System shall be able to create a test environment of the web order system.,Non-Functional,Mendeley SRS
User shall be able to transfer assets within the same department without requiring any request.,Functional,Mendeley SRS
"User shall be able to transfer assets between departments with approval from a DA group member and a faculty group member, unless initiated by a higher-level group.",Functional,Mendeley SRS
"User shall be able to transfer assets between faculties with approval from a faculty group or higher-level group, with requests initiated by any authorized user.",Functional,Mendeley SRS
User shall require approval from the university group for asset transfers outside the university.,Functional,Mendeley SRS
"User shall be able to edit assets belonging to their department if authorized, at administrative, faculty, or university levels.",Functional,Mendeley SRS
"User shall be able to modify all fields of an asset except IDs, and bulk entry files can be used for modifications.",Functional,Mendeley SRS
"User shall be able to add inventory assets, with DA group members or authorized inventory group members adding assets owned by the department.",Functional,Mendeley SRS
"User shall be able to add inventory assets related to all departments if a faculty member, or all assets if a university group member, with bulk entry options available.",Functional,Mendeley SRS
"User shall be able to create requests to borrow assets or reserve locations, with requests made by any authorized user and pending approval from an administrative level user.",Functional,Mendeley SRS
User shall check returned assets and update the inventory if an inventory user.,Functional,Mendeley SRS
IT group members can create new spaces and modify floor structures upon exception request from any administrative level.,Functional,Mendeley SRS
"Any administrative level or authorized inventory group member can view and approve pending requests, with users notified by email upon request treatment and updates made to the waiting for execution list.",Functional,Mendeley SRS
"Authentication shall be done by username and password for all users, with administrative levels accessing administration computers.",Functional,Mendeley SRS
