text,type,type_full
"The application shall be HTML and scripting language-based, allowing end users to use the system on any web browser and any hardware platform available now or in the future.",NFR,Non-Functional
"The system shall run on various operating systems, including Windows and Linux, and be compatible with PCs, laptops, and PDAs.",NFR,Non-Functional
"User shall be able to initialize parameters (t, k, m, n) and set the parameters during the initialization process.",F,Functional
System shall display an initial screen if there is no software on the device.,F,Functional
User shall receive an error message if the software is running out of validation and will be prevented from using extra features.,F,Functional
System shall check the validity of the entered key and terminate installation if the key is invalid or expired.,F,Functional
System shall read the valid serial number and linked address and initiate the authorization dialog.,F,Functional
System shall log the serial number in a log file.,F,Functional
"User shall be prompted to enter their serial key, and the system shall verify information and password with the service provider.",F,Functional
System shall display an error message and terminate installation if the authorization dialog receives a negative answer from the service provider.,F,Functional
System shall finish the authorization process and begin installing if the password and serial number are valid.,F,Functional
User shall receive a message to call the team if they enter a wrong serial key three times in a row.,F,Functional
System shall verify the validity of the antivirus serial key during authorization.,F,Functional
System shall send a message to the main developer team if the serial key is invalid.,F,Functional
System shall verify the password during installation to ensure the antivirus copy is valid.,F,Functional
System shall send an invalid serial key message to the device if the password is invalid.,F,Functional
System shall notify the device of issues with the account if the serial key is valid but there are account problems.,F,Functional
"System shall confirm the product is verified to the device if the software, key, and password are valid.",F,Functional
System shall update the software if the version expires.,F,Functional
System shall only provide security for the computer and devices belonging to the user.,F,Functional
System shall stop protecting the device from threats if the software validity exceeds the limit.,F,Functional
User shall be able to perform well even under adverse conditions such as high or low RAM usage.,NFR,Non-Functional
System shall require a good internet connection for optimal performance.,NFR,Non-Functional
User shall ensure that the device has sufficient RAM for smooth operation.,NFR,Non-Functional
User shall be advised not to lose the serial key for software registration.,NFR,Non-Functional
User shall be required to register the software with a serial key provided in the kit.,NFR,Non-Functional
User shall have a registered email linked to the software.,NFR,Non-Functional
User shall have a registered phone number for software registration.,NFR,Non-Functional
User shall carefully select installation options during the software installation process.,NFR,Non-Functional
System shall limit user accessibility to protect the software.,NFR,Non-Functional
User shall be advised to use genuine antivirus software.,NFR,Non-Functional
User shall be advised to update the software as soon as a new update is available.,NFR,Non-Functional
System shall allow only one antivirus to be installed on a single device at a time.,NFR,Non-Functional
System shall maintain security and performance quality attributes for optimal software quality.,NFR,Non-Functional
User shall provide a valid email for Google Games to execute the application on their device.,F,Functional
System shall check if the provided email is valid and proceed to the next interface if successful or display an invalid email error.,F,Functional
User shall enter a valid username to continue using the application.,F,Functional
System shall check the availability of the entered username and proceed with account creation if available.,F,Functional
User shall connect the device to a network to use the application.,F,Functional
System shall display an error message if the device is not connected to a network and terminate the application.,F,Functional
User shall provide the necessary permissions to allow the application to interact with social media apps on their device.,F,Functional
System shall display a successful message if permissions are granted or proceed without retrieving social media information if permissions are denied.,F,Functional
User shall be able to purchase additional features through online payments to enhance their gaming experience.,F,Functional
System shall open an online payment gateway for the user to proceed with the purchase.,F,Functional
User shall select a mode of payment and enter valid details to continue the payment process.,F,Functional
System shall authenticate the payment details and proceed to the next interface.,F,Functional
User shall enter a one-time password to complete the payment if provided with correct credentials.,F,Functional
System shall display a successful transaction message after processing the one-time password.,F,Functional
"User shall provide input through touch, tap, or drag on the screen to perform actions within the application.",F,Functional
System shall process the user's input and perform the desired action in the application interface.,F,Functional
"User shall communicate with other users of the application to share resources, compete, or collaborate.",F,Functional
User shall view their progress within the game through graphics and stats generated by the application.,F,Functional
System shall provide stats in numbers and progress bars to display the user's achievements.,F,Functional
User shall be guided through the application functions with a graphics-oriented startup guide.,F,Functional
System shall help the user understand how the application works and how to approach its various functions.,F,Functional
"User shall be able to delete their account, which will update the database and notify the server.",F,Functional
System shall process the account deletion request and update the database accordingly.,F,Functional
System shall have a strong network of servers managed by a qualified team to handle application functionality worldwide.,F,Functional
System shall maintain a database to store user progress for a seamless gaming experience across sessions.,F,Functional
System shall authenticate the user before launching the application using the saved username.,F,Functional
System shall update the user account after any in-app purchases and display a message for successful transactions.,F,Functional
System shall provide visual feedback in the form of infographics such as numbers and progress bars for profile changes.,F,Functional
System shall establish a safe connection between users over the network for optimal gaming experiences.,F,Functional
System shall notify the recipient user of a connection request and allow them to accept or decline.,F,Functional
System shall notify the sender if the requested user is unavailable.,F,Functional
User shall receive a message for any successful or unsuccessful action performed.,NFR,Non-Functional
System shall secure in-app purchases via encryption and use a reliable payment gateway.,NFR,Non-Functional
System shall update user stats in real time after every achievement or completed action for an enhanced gaming experience.,NFR,Non-Functional
User shall receive a message when network coverage is low.,NFR,Non-Functional
System shall ensure response time between requests and completion is minimal.,NFR,Non-Functional
System shall be optimized for fast loading on supported devices.,NFR,Non-Functional
The application must be accessible to all users without any charges.,NFR,Non-Functional
System shall provide all necessary security measures during online payments to maintain user privacy and integrity.,NFR,Non-Functional
"User data, such as username and email, shall be kept confidential for security purposes",NFR,Non-Functional
System shall minimize the response time between user requests and task completion.,NFR,Non-Functional
System shall ensure the application loads quickly on supported devices.,NFR,Non-Functional
The application shall be available to all users without any charges.,NFR,Non-Functional
System shall provide necessary security measures during online payments to maintain user privacy and integrity.,NFR,Non-Functional
User data such as username and email shall be kept confidential for security purposes.,NFR,Non-Functional
"The application shall be easy to maintain, with access restricted to a select group of authorized personnel to maintain integrity.",NFR,Non-Functional
User shall be able to download the Skype application from an application store or similar service on their mobile phone without any charge.,F,Functional
"User shall have a profile page where they can edit information such as password, email address, and phone number.",F,Functional
"User shall be able to register easily through the mobile application by providing a username, password, and email address; a phone number may also be provided optionally.",F,Functional
"User shall be able to log in to the mobile application after registering, with the option for automatic login in the future.",F,Functional
User shall be able to retrieve their password via email.,F,Functional
"System shall display the search page as the first page once the user is logged in, enabling them to search for other users based on their preferences.",F,Functional
"User shall be able to choose the type of conversation (video chat, messaging, file transfer, etc.) after selecting the user to communicate with.",F,Functional
"User shall be able to make Skype-to-Skype calls, calls to mobile and landline phones, and group calls, and use Skype numbers.",F,Functional
User shall be able to participate in one-to-one and group video chats.,F,Functional
"User shall have access to various messaging features, including emojis, emoticons, internet messaging, text messages, and voice messages.",F,Functional
"User shall be able to share files, screen share, conduct group screen sharing, and send contacts.",F,Functional
System shall not function without an internet connection.,F,Functional
"The search feature shall be prominent and easy for the user to find, enabling efficient navigation.",NFR,Non-Functional
System shall provide high-quality images and clear quality video calling for an optimal user experience.,NFR,Non-Functional
System shall offer quick calling features with minimal response time.,NFR,Non-Functional
"System shall tolerate faults and inform the user if the connection to the internet, GPS device, or other inputs are disrupted.",NFR,Non-Functional
System shall handle errors effectively.,NFR,Non-Functional
System shall ensure secure communication between the user and server by encrypting messages during log-in sessions to protect usernames and passwords.,NFR,Non-Functional
System shall encrypt all communication messages during log-in sessions.,NFR,Non-Functional
System shall deny access to admin accounts that attempt to log in with non-existing credentials and notify the admin of the log-in failure.,NFR,Non-Functional
"User shall be able to create user credentials by entering first name, last name, address, email, and password, and upon successful creation, be redirected to the dashboard with a confirmation message.",F,Functional
"User shall be able to post queries, sell, or advertise products by entering personal information such as first name, last name, address, phone number, email, and password, and upon successful submission, receive replies and facilitate sales.",F,Functional
"System shall facilitate connections between agricultural product wholesalers and retailers, and farmers and other customers, allowing users to be redirected to the admin dashboard with a success message.",F,Functional
"User shall be able to ask questions to agricultural experts by entering a question and additional information, which will be stored in the database for further processing.",F,Functional
"Agricultural experts shall be able to respond to user queries, which will be displayed on the user’s dashboard upon successful reply.",F,Functional
"Agricultural exports shall be able to post information for users to view by entering agricultural news, books, and technology developments for display.",F,Functional
"Agricultural and animal product producers shall be able to add items for sale with product details such as product name, quantity, product rate, required place, and contact details.",F,Functional
"Customers shall be able to search for new products in the database by entering item names, and upon successful search, view detailed product information.",F,Functional
"Consumers shall be able to purchase agricultural products by searching the database for items for sale, and upon successful search, be redirected to the search results page.",F,Functional
"The system shall support concurrent users, enabling multiple users to access information simultaneously with efficient and quick display time changes.",NFR,Non-Functional
"The system shall maintain reliability by ensuring the separate components within the application work consistently, responding smoothly to network errors, handling large datasets and user volume, and avoiding crashes unless due to operating system errors.",NFR,Non-Functional
"The application shall be available for download on the Google Play Store, allowing users to access it at any time.",NFR,Non-Functional
The system shall provide security by encrypting user passwords stored in the database and protecting against online threats such as SQL injection attacks.,NFR,Non-Functional
"The database shall be maintained using MySQL, and the server will be Apache; in case of system failure, both the database and server can be reinitialized.",NFR,Non-Functional
"The application shall be built for the Android operating system, limiting compatibility with other systems; it may not function on other operating systems due to system-dependent technologies.",NFR,Non-Functional
The system shall facilitate the booking of LPG cylinders for users.,F,Functional
Users shall be able to voluntarily give up their subsidy through the system.,F,Functional
The system shall provide information about new government schemes related to LPG.,F,Functional
Users shall be able to participate in discussion forums within the system.,F,Functional
Notifications about important updates and events shall be sent to users through the system.,F,Functional
Users shall be able to register for a new LPG connection using the system.,F,Functional
The system shall allow users to provide feedback on their experiences and suggestions.,F,Functional
User shall be able to book LPG cylinder online by registering on the website and selecting the company to be redirected to their portal for booking.,F,Functional
System shall redirect user to the particular company's portal upon selecting a company from the list.,F,Functional
User shall be able to select the online booking option for LPG cylinder.,F,Functional
User shall be able to enter their consumer number to verify and complete the booking.,F,Functional
User shall be able to give up LPG subsidy by being redirected to their company's portal and selecting the option.,F,Functional
System shall redirect user to the particular company's portal upon selecting 'give up LPG subsidy' option.,F,Functional
User shall be able to enter their consumer number to verify and abandon the subsidy.,F,Functional
User shall be able to register for a new LPG connection by being redirected to their company's portal and filling out the registration form.,F,Functional
System shall redirect user to the particular company's portal upon selecting 'new LPG connection' option.,F,Functional
User shall be able to enter required details in the registration form for a new LPG connection.,F,Functional
User shall experience optimal performance above 40 kbps internet speed.,NFR,Non-Functional
System shall require minimum 40 kbps internet speed for optimal performance.,NFR,Non-Functional
System shall require users to have Java plug-ins enabled and CSS functioning properly.,NFR,Non-Functional
System recommends using Google Chrome browser for best experience.,NFR,Non-Functional
System shall authenticate logins and signups for users with accounts.,NFR,Non-Functional
System shall maintain data integrity by preventing data loss through proper database management.,NFR,Non-Functional
System shall utilize sessions for transactions to ensure data consistency.,NFR,Non-Functional
System shall implement security measures to protect the database from unauthorized access.,NFR,Non-Functional
System shall restrict users to access only their own accounts after login.,NFR,Non-Functional
System shall validate email and phone numbers during signup to ensure uniqueness.,NFR,Non-Functional
System shall encrypt transactions to protect them from unauthorized interception.,NFR,Non-Functional
System shall display new government notifications related to LPG.,NFR,Non-Functional
System shall allow users to participate in online discussions about LPG.,NFR,Non-Functional
System shall showcase the latest safety tips and tools for LPG usage.,NFR,Non-Functional
System shall display the number of people who have given up LPG subsidy.,NFR,Non-Functional
System shall advertise new and attractive LPG schemes.,NFR,Non-Functional
User shall not be able to reclaim a subsidy after giving it up.,NFR,Non-Functional
User shall not be able to cancel an LPG cylinder booking after 24 hours.,NFR,Non-Functional
User shall not be able to register multiple times on the system.,NFR,Non-Functional
Users who give up subsidy will be displayed on the Scroll of Honor.,NFR,Non-Functional
The system shall verify if the image adheres to a standard format.,F,Functional
The system shall prompt the user to enter the desired height and width of the cropped image.,F,Functional
The system shall rotate the picture by 90 degrees.,F,Functional
"Upon image editing completion, the edited image shall be saved.",F,Functional
The system shall prompt the user to specify the destination for the import operation.,F,Functional
"The system shall provide functionalities for adding, updating, and deleting user information.",F,Functional
The system shall prioritize continuous operation and ensure that any interruptions can be demonstrably attributed to a trusted operating system issue.,NFR,Non-Functional
"The software shall be designed for cross-platform compatibility, ensuring it runs on Microsoft Windows, Apple Macintosh, Android phones, iPhones, and personal computers.",NFR,Non-Functional
The system shall employ security measures considered standard for software applications that access user email.,NFR,Non-Functional
"Adobe Photoshop shall be designed to achieve a rapid operational restart, minimizing customer inconvenience.",NFR,Non-Functional
"The system shall be accompanied by well-documented code, user documentation, and help systems, all designed for clarity and ease of understanding.",NFR,Non-Functional
The Khan Academy platform shall be accessible for use by participating schools.,F,Functional
The Khan Academy platform shall offer instructional resources in mathematics.,F,Functional
The Khan Academy platform shall provide students with opportunities to practice and refine math skills.,F,Functional
The Khan Academy platform shall provide students with immediate feedback on their performance.,F,Functional
The Khan Academy platform shall provide opportunities for students to learn independently.,F,Functional
The Khan Academy platform shall be easy to use for students and teachers with varying levels of technical experience.,NFR,Non-Functional
"The Khan Academy platform shall be accessible on a variety of devices, including computers, tablets, and laptops.",NFR,Non-Functional
The Khan Academy platform shall be reliable and available for use during school hours.,NFR,Non-Functional
The Khan Academy platform shall provide data and reports to help teachers monitor student progress.,NFR,Non-Functional
The Khan Academy platform shall be engaging for students.,NFR,Non-Functional
The system shall store customer and prospect information in a centralized CRM database.,F,Functional
"The system shall allow users to create, schedule, track, and manage tasks related to sales activities.",F,Functional
The system shall integrate with Gmail and Outlook to provide access to sales productivity tools within user inboxes.,F,Functional
"The system shall provide tools for sending bulk emails, creating customized emails, and tracking email performance.",F,Functional
"The system shall offer built-in analytics to track marketing activities, user sessions, engagement metrics, and campaign performance.",F,Functional
"The system shall provide tools for capturing leads through forms, landing pages, and chatbots.",F,Functional
"The system shall offer automation tools and workflows to streamline tasks, engage leads, and nurture customer relationships.",F,Functional
The system shall allow users to segment contacts based on various criteria for targeted communication.,F,Functional
The system shall enable users to generate reports and analyze sales data and marketing trends.,F,Functional
The system shall provide an API for integration with other software applications.,F,Functional
The system shall offer a meeting scheduling tool and live chat functionality to connect with prospects and customers.,F,Functional
The system shall provide a mobile app for accessing CRM functionalities on the go.,F,Functional
The system shall offer a customer support portal for managing customer relationships and resolving post-service issues.,F,Functional
The system shall provide a ticketing system for organizing and managing customer queries.,F,Functional
The system shall offer SEO recommendations for improving website and content search engine ranking.,F,Functional
"The system shall integrate with various third-party applications (e.g., SurveyMonkey, Eventbrite) to enhance functionality.",F,Functional
The system shall be scalable to support at least 200 concurrent connections (P1).,NFR,Non-Functional
"The system shall not lose any orders or customer payments under any circumstances (P2, P3).",NFR,Non-Functional
The system should be accessible on various devices (mobile app implies mobile accessibility).,NFR,Non-Functional
User shall be able to log in and log out to the system to verify authorization for system usage.,F,Functional
"User shall be able to register students through the website, and the admin shall be able to register new students.",F,Functional
"User shall be able to generate fee challans from the site, and the admin shall update fee details.",F,Functional
"User (teacher) shall be able to update students' marks on the site, and students shall be able to download their marks report.",F,Functional
"User (teacher) shall be able to mark, view, and update students' attendance; the system shall display attendance to the respective student, and students shall be able to download attendance reports from the system.",F,Functional
"User (admin) shall be able to provide information about the courses and teachers, as well as view and update course details.",F,Functional
"User (admin) shall be able to provide information about scholarships, and eligible students shall be able to apply for scholarships through the system.",F,Functional
System shall respond in less than 2 seconds.,NFR,Non-Functional
System shall remain available to the user without crashing.,NFR,Non-Functional
System shall be compatible with Windows and Linux operating systems.,NFR,Non-Functional
System shall be able to store up to 300GB of data.,NFR,Non-Functional
System shall run on devices with less than 1GB RAM.,NFR,Non-Functional
System shall protect against damage.,NFR,Non-Functional
System shall restore data if a database crash occurs.,NFR,Non-Functional
System shall ensure the privacy of students and teachers; data shall not be stolen or accessed by non-users.,NFR,Non-Functional
System shall allow only admins to update the database.,NFR,Non-Functional
"System shall restrict access to modules based on user roles, preventing students from updating marks.",NFR,Non-Functional
System shall be available 24 hours a day.,NFR,Non-Functional
System shall protect against data loss.,NFR,Non-Functional
System shall interconnect with other systems.,NFR,Non-Functional
System shall be reliable with no failures.,NFR,Non-Functional
System shall be easy to learn and use.,NFR,Non-Functional
System shall be flexible.,NFR,Non-Functional
System shall be robust.,NFR,Non-Functional
System shall be testable.,NFR,Non-Functional
Admin shall monitor the whole process.,NFR,Non-Functional
HEC rules shall be implemented while creating the system.,NFR,Non-Functional
Only teachers shall mark students' attendance; neither admin nor students shall do so.,NFR,Non-Functional
Fee shall be paid by students and verified by the admin.,NFR,Non-Functional
"Only eligible students shall apply for scholarships, which shall be verified by the admin.",NFR,Non-Functional
Users shall be able to register with a unique ID using their email address.,F,Functional
"Users shall be able to log in using a username and password, which must match the authentication criteria. If the login is successful, users can access the provided functionalities of the system.",F,Functional
"Admin shall be able to manage tournaments by creating a unique ID for each new tournament, scheduling matches, and conducting one tournament at a time.",F,Functional
"Admin shall be able to manage teams, including creating a unique ID for each team and managing team details.",F,Functional
"The system shall be able to update match statistics, including match date and result, and display the updated statistics.",F,Functional
"The system shall be able to update team statistics, including team and player performance, and display the team statistics.",F,Functional
"Admin shall be able to schedule matches by specifying the date, time, and location, as well as reschedule matches due to bad weather conditions.",F,Functional
"Admin shall be able to declare match results, including the names of the winning and losing teams and the final score.",F,Functional
"Admin shall be able to edit match and stadium details, including match descriptions and stadium locations.",F,Functional
Only admin shall know the number of bidders bidding on teams and their details.,F,Functional
"Only admin shall know the percentage of bidders bidding on a particular team, and the system shall display the bidding percentages.",F,Functional
"Bidders shall be able to view the bidder leaderboard, including the top three positions, without seeing other bidders' predictions.",F,Functional
Bidders shall be able to view the team leaderboard in ascending order of points and use the information for bidding decisions.,F,Functional
"Bidders shall be able to choose the team they wish to bid on until the toss occurs; once the toss happens, the match is frozen.",F,Functional
"Bidders shall score points based on their predictions, with point values varying depending on the point difference between the two teams playing.",F,Functional
User shall be able to initialize the ATM with a specified amount of cash and other parameters.,F,Functional
System shall display the initial screen if no cash card is present.,F,Functional
System shall not accept cards if running out of cash and display an error message.,F,Functional
"User shall be able to insert a cash card, and the ATM shall check its validity, including card information readability and expiration date.",F,Functional
System shall read the serial number and bank code from a valid cash card and initiate the authorization dialog.,F,Functional
System shall log the serial number of a valid cash card.,F,Functional
"User shall enter a password, and the ATM shall verify the password and bank code with the bank's computer.",F,Functional
"System shall handle different negative responses from the bank, such as incorrect password, unsupported bank code, or account issues, and reject the card.",F,Functional
System shall proceed with the authorization process if the password and serial number are correct.,F,Functional
System shall retain a cash card if entered more than three times with incorrect passwords and prompt the user to contact the bank.,F,Functional
"User shall be able to withdraw cash by entering the desired amount, and the ATM shall check if the amount is within predefined limits.",F,Functional
System shall redo the transaction if the withdrawal amount exceeds allowed limits.,F,Functional
System shall perform the transaction by sending a request to the bank computer and waiting for a response.,F,Functional
System shall dispense cash if the transaction is successful and print a receipt while updating the cash amount and ejecting the card.,F,Functional
"User shall collect the dispensed cash, and the ATM shall log the transaction amount against the serial number and send a response to the bank.",F,Functional
System shall display an error message and return the card if a transaction is unsuccessful.,F,Functional
System shall check the validity of the bank code upon request from the ATM.,F,Functional
"System shall send a ""bad bank code"" message to the ATM if the bank code is invalid.",F,Functional
System shall check if the entered password is valid for the specified cash card.,F,Functional
"System shall send a ""bad password"" message to the ATM if the password is invalid and update the invalid password count.",F,Functional
"System shall send a ""bad account"" message to the ATM if there are account issues even with a valid cash card and password.",F,Functional
"System shall send an ""account ok"" message to the ATM if the cash card, password, and account are valid.",F,Functional
"System shall process transaction requests from the ATM, updating the account balance accordingly.",F,Functional
System shall update the user's account after receiving a response from the ATM about money dispensed.,F,Functional
System shall check the account's withdrawal limit and deny the transaction if the amount exceeds it.,F,Functional
Bank shall provide security only for its own computer and software.,F,Functional
"The system must perform well in adverse environmental conditions, such as extreme temperatures.",NFR,Non-Functional
The system must maintain uninterrupted and reliable connections for transactions.,NFR,Non-Functional
The system must support a high data transfer rate for efficient processing.,NFR,Non-Functional
The system must be safely housed in a physically secure cabin.,NFR,Non-Functional
The system must be bolted to the floor to prevent theft.,NFR,Non-Functional
There must be an emergency phone located outside the cabin for safety purposes.,NFR,Non-Functional
The cabin door must have an ATM card swipe slot for access control.,NFR,Non-Functional
"The cabin door must remain locked, opening only when a user swipes a valid ATM card in the slot.",NFR,Non-Functional
User accessibility must be closely monitored and restricted as needed.,NFR,Non-Functional
Users must be prompted to change their PIN on first use for security.,NFR,Non-Functional
Users must be advised not to share their PIN with anyone.,NFR,Non-Functional
The system must lock out users after three incorrect PIN attempts for security.,NFR,Non-Functional
The software must adhere to security and performance quality standards.,NFR,Non-Functional
The client can register themselves in the system by filling in the required data.,F,Functional
The admin or user can log in to the system with their unique username and password.,F,Functional
Authenticated users can add properties to the system.,F,Functional
"Professionals, including agents who work as residential and commercial real estate brokers, provide property details to the admin, who then adds the property to the website.",F,Functional
Users can ask questions and receive answers on the platform.,F,Functional
"Users can view, update, or delete their own profile.",F,Functional
"Users can manage properties by viewing, editing, or deleting them.",F,Functional
"Users can search for available properties within their budget based on the area covered, city, location, price range, property type, property subtype, and purpose.",F,Functional
Users can view full property details.,F,Functional
"The admin can create, read, update, and delete realtors.",F,Functional
"The user can register attendance for the day by entering their Staff ID, name, and password and clicking the Register Attendance button.",F,Functional
The user can view their yearly and monthly attendance records.,F,Functional
"The user can manipulate and view course details, including department-wise and description.",F,Functional
"The user can manipulate and view department details, including department and description.",F,Functional
"The user can manipulate and view designation details, including designation and description.",F,Functional
"The user can manipulate and view donation details that have been made, such as department-wise, course-wise, and semester-wise donations.",F,Functional
"The user can manipulate and view exam details, including subject name, date of the exam, total marks, and pass marks.",F,Functional
"The user can manipulate and view fee details, including tuition fees, exam fees, and donation fees.",F,Functional
"The user can manipulate and view fee payment details, including fees amount, concession, fees paid, balance amount, and donation fees.",F,Functional
"When the user logs in, they are directed to the main page, which contains a menu strip with seven menu items: Master, Student, Employee, Transaction, Search, Report, and Exit.",F,Functional
"The Master menu allows the user to access department, course, designation, subject details, examination details, fees details, donation and tuition, and scholarship information.",F,Functional
"The Student menu allows the user to access profile entry, other details, and result entry.",F,Functional
The Employee menu allows the user to access staff entry and attendance details.,F,Functional
The Transaction menu allows the user to access student and employee transactions.,F,Functional
The Search menu allows the user to search for student and employee information.,F,Functional
"The Report menu allows the user to generate student and employee reports, including TC, class-wise report, course-wise report, result report, participation in ECA and inter-college competition, old student list, special achievements, department-wise report, and experience-wise report.",F,Functional
The Exit menu allows the user to confirm whether they want to continue using the application or exit.,F,Functional
The system should run on a good working PC that meets the hardware interface requirements specified in the system documentation.,NFR,Non-Functional
The system should efficiently handle medium-sized information databases without significant performance degradation.,NFR,Non-Functional
The system should avoid becoming overloaded and should maintain optimal performance even under peak load conditions.,NFR,Non-Functional
The system shall provide a facility for guests to register with the system as a user and select their desired user role.,F,Functional
The system shall allow registered users to log in using their credentials.,F,Functional
The system shall display the admin home page when an admin logs in.,F,Functional
The system shall display the user home page based on the user's role when a normal user logs in.,F,Functional
"The system shall enable admin users to add, modify, or disable user roles as needed.",F,Functional
The system shall allow users to edit their personal data.,F,Functional
The system shall allow admin users to disable another user as needed.,F,Functional
The system shall provide admin users with the ability to add or remove menu options for user roles.,F,Functional
The system assumes that each user will have only one role assigned at a time.,F,Functional
The system shall authenticate users using their account credentials.,F,Functional
The system shall provide users with a list of selectable symptoms.,F,Functional
The system shall predict diseases or illnesses based on the user's selected symptoms and display the results.,F,Functional
The system shall allow users to search for suggested doctors for consultation based on their symptoms or predicted diseases.,F,Functional
The system shall facilitate conversations between the user and the selected doctor for consultation.,F,Functional
The system requires end users to provide their symptoms accurately to avoid false predictions.,NFR,Non-Functional
"The system is not designed for emergency medical use; in case of an emergency, users should contact emergency services such as 108 or their primary doctor.",NFR,Non-Functional
The system ensures the security of personal health data to prevent unauthorized disclosure.,NFR,Non-Functional
"The system application will implement a secure ""passcode"" that users must enter each time they log in to prevent unauthorized access.",NFR,Non-Functional
User shall be able to register by providing required details and receive a success message upon account creation.,F,Functional
User shall be able to search for cargo by entering the name and receive replies from admin for corresponding requests.,F,Functional
"User shall be able to input shipment details including packaging type, dimensions, weight, and number of pieces for admin to check the export feasibility and provide necessary feedback.",F,Functional
"User shall be able to provide delivery details such as company contacts, route, delivery date, and quantity for admin to process and deliver the materials.",F,Functional
"User shall be able to submit complaints about deliveries or other issues, providing details for the admin to handle and resolve the complaint.",F,Functional
"System shall be able to manage bills for clients, including clearance receipt, freight fare, and delivery charges, and maintain complete records of payments.",F,Functional
The system must be connected to the network for optimal performance and support simultaneous access by multiple users with fast response times.,NFR,Non-Functional
"User interface is in English only, and the system requires admin approval for sellers to access the system; a client machine needs at least 256 MB RAM for operation.",NFR,Non-Functional
"System must authenticate users with the correct username and password before allowing full access, ensuring database safety and secure payments.",NFR,Non-Functional
System uses MySQL (Version 5.5.8) for the database with several tables for storing information.,NFR,Non-Functional
System provides report generation for delivered goods to facilitate backup and recovery in case of data loss.,NFR,Non-Functional
The minimum installation requirements include server space of 500MB and 1GB for the database.,NFR,Non-Functional
"User shall search for articles on the Online Journal Website by author name, category, or keyword.",F,Functional
System shall display search options to the user.,F,Functional
User shall select the desired article.,F,Functional
System shall present the abstract of the article to the user.,F,Functional
User shall choose to download the article.,F,Functional
System shall provide the requested article for download.,F,Functional
The Online Journal server must have high-speed Internet capability.,NFR,Non-Functional
The physical machine for the server will be determined by the Historical Society.,NFR,Non-Functional
The software assumes the use of a tool like Tomcat for connecting web pages and the database.,NFR,Non-Functional
The speed of the Reader's connection depends on their hardware rather than system characteristics.,NFR,Non-Functional
The Article Manager will run on the editor's PC and will utilize an Access database.,NFR,Non-Functional
"Access is already installed on the editor's computer, which operates on the Windows operating system.",NFR,Non-Functional
"The system shall provide three forms of logging: registration for new users, login for existing users, and restricted login for anonymous users.",F,Functional
The registration page shall allow users to input their information.,F,Functional
The system shall validate the specified information during the registration process.,F,Functional
"Upon successful validation, the user shall be registered to the system.",F,Functional
The system shall provide an examination tab where candidates can view cut off marks for various exams.,F,Functional
Candidates shall be able to choose the examination category and download the PDF containing cut off marks.,F,Functional
The system shall provide all examination category pages.,F,Functional
The system shall provide a PDF containing cut off marks.,F,Functional
The website shall offer a payment option for users to pay application fees for exams.,F,Functional
Users shall select the course and proceed to pay the fee.,F,Functional
The system shall transfer users to a merchant website to specify bank details for the transaction.,F,Functional
"After successful validation, the course shall be purchased.",F,Functional
The system shall provide a merchant for transactions.,F,Functional
The system shall ensure safe transactions.,F,Functional
The system shall validate user information before processing transactions.,F,Functional
The system shall monitor the course for which the fees are paid.,F,Functional
The website shall provide information about marks scored by candidates in exams.,F,Functional
"Candidates shall log in, select the examination tab, and choose the Marks Information option.",F,Functional
Candidates shall enter required details and submit to view marks information.,F,Functional
The system shall provide an examination category page.,F,Functional
The system shall provide a detail filling page.,F,Functional
The system shall provide marks information in PDF format.,F,Functional
The website shall offer an answer key option for users to cross-check their answers.,F,Functional
Users shall select the examination and choose the answer key option.,F,Functional
The system shall provide PDF files of answer keys.,F,Functional
The system shall validate user information before processing the transaction.,F,Functional
The system shall monitor the examination name for which the answer key is requested.,F,Functional
The website shall provide forms for certificates so users can request certificates online.,F,Functional
Users shall select the recruitment option and choose Forms for Certificates.,F,Functional
"Users shall select the relevant performa category, fill the form, and submit it.",F,Functional
The system shall provide a form for certificates.,F,Functional
The system shall provide PDF files of the forms for certificates.,F,Functional
The website shall offer forms and downloads so users can request certificates online.,F,Functional
Users shall select the recruitment option and choose Forms and Downloads.,F,Functional
"Users shall select the relevant category of forms, fill them, and submit.",F,Functional
The system shall provide forms for users.,F,Functional
The system shall provide PDF files of the forms.,F,Functional
The product shall be web-based and must operate from a web server.,NFR,Non-Functional
The initial load time of the product shall vary based on the internet connection strength and the media used for access.,NFR,Non-Functional
Performance shall be influenced by the hardware components of the client/customer.,NFR,Non-Functional
The system shall utilize secure sockets for all transactions involving confidential applicant information.,NFR,Non-Functional
Applicants shall be automatically logged out after a period of inactivity to ensure security.,NFR,Non-Functional
No cookies containing the user's password or any confidential information shall be stored on the applicant's computer.,NFR,Non-Functional
The upsconline.nic.in site shall be available 24/7 for access.,NFR,Non-Functional
The server must have UPS support with at least 8 hours of backup power in case of power failure.,NFR,Non-Functional
"Exam sessions shall be available only during pre-allotted time slots, but the site can be accessed at any time for other information.",NFR,Non-Functional
